0		0.0303
1		0.2668
2		0.3933
3		0.5665
4		0.8051
5		1.4514
6		1.7536
7		3.6942
8		1.7545
9		1.8823
10		3.6082
11		2.3371
12		2.5336
13		6.0001
14		3.0705
15		3.1615
16		3.864
17		3.7989
18		4.0507
19		4.7782
20		4.6378
21		5.047
22		5.6984
23		5.8182
24		6.7057
25		20.0579
