0		0.1107
1		0.5078
2		1.0091
3		1.902
4		1.9238
5		2.6564
6		2.8234
7		3.3701
8		6.0072
9		4.2051
10		6.5602
11		5.9583
12		12.2941
13		13.2979
14		19.4278
15		32.5594
16		19.5908
17		35.8385
18		19.6809
19		16.8233
20		19.0262
21		29.6959
22		26.7932
23		20.1146
24		22.8022
25		13.8401
