0		1.2315
1		36.1051
2		104.565
3		204.481
4		361.772
5		593.38
6		728.557
7		1014.78
8		1296.77
9		1592.94
10		1952.97
11		2353.53
12		2947.83
13		3495.45
14		3770.06
15		4433.65
16		6180.69
17		5898.12
18		6934.86
19		7129.82
20		7885.19
21		8875.42
22		9697.37
23		10281.7
24		11222.3
25		12049
