0		0.1166
1		0.8048
2		1.5767
3		2.188
4		2.943
5		4.6226
6		6.0702
7		7.3716
8		7.5742
9		7.8628
10		10.1707
11		8.5439
12		10.6437
13		11.6366
14		12.341
15		12.7161
16		13.3453
17		15.1438
18		15.9506
19		16.5935
20		18.4673
21		21.0996
22		19.996
23		20.7466
24		22.1986
25		24.6775
