0		0.044
1		0.24
2		0.6185
3		0.8805
4		0.8075
5		2.2707
6		1.2488
7		1.4603
8		1.8432
9		5.7564
10		3.214
11		3.5608
12		3.8662
13		9.7229
14		5.0558
15		7.0527
16		3.637
17		8.3271
18		4.6133
19		6.8929
20		6.902
21		7.483
22		4.9316
23		7.5089
24		6.0385
25		8.5394
