1000				2.9967
5000				100.814
9000				316.248
13000				670.925
17000				1154.08
21000				1889.9
25000				2785.19
29000				3488.63
33000				4456.17
37000				5799.03
41000				6979.16
45000				8791
49000				10146.4
53000				11736.1
57000				13545.2
61000				15559
65000				17651.9
69000				19928.6
73000				22314.6
77000				24684.8
81000				28500.5
85000				31905.7
89000				33437.2
93000				36856.8
97000				40553.7
101000				43127.9

