1000				0.0733
5000				0.358
9000				0.5404
13000				0.9399
17000				1.055
21000				1.2253
25000				2.8076
29000				2.012
33000				1.922
37000				3.1136
41000				2.3852
45000				3.9319
49000				2.9894
53000				3.9502
57000				3.8349
61000				5.134
65000				5.1267
69000				4.404
73000				4.8454
77000				5.2823
81000				4.9061
85000				5.2898
89000				6.4489
93000				8.1462
97000				6.1663
101000				6.6756
