1000		2.9584
5000		90.0515
9000		279.135
13000		599.789
17000		1330.41
21000		1912.1
25000		2359.91
29000		2888.27
33000		3747.31
37000		4657.13
41000		6390.23
45000		6769.61
49000		8122
53000		10496.5
57000		11076.4
61000		12534.5
65000		14695.8
69000		16101.5
73000		18777
77000		21058.6
81000		22472.2
85000		25027.4
89000		27717.4
93000		29430.5
97000		31391.4
101000		35560
